Origin_Name,Destination_Name,TotalTransported
Dapto - Port Kembla,Parramatta,12
Dapto - Port Kembla,Pennant Hills - Epping,12
Dapto - Port Kembla,Pennant Hills - Epping,4
Dapto - Port Kembla,Penrith,94
Dapto - Port Kembla,Penrith,12
Dapto - Port Kembla,Pittwater,34
Dapto - Port Kembla,Pittwater,5
Dapto - Port Kembla,Port Macquarie,9
Dapto - Port Kembla,Port Macquarie,7
Dapto - Port Kembla,Port Stephens,25
Dapto - Port Kembla,Port Stephens,7
Dapto - Port Kembla,QLD,390
Dapto - Port Kembla,QLD,53
Dapto - Port Kembla,Queanbeyan,7
Dapto - Port Kembla,Queanbeyan,5
Dapto - Port Kembla,Richmond - Windsor,39
Dapto - Port Kembla,Richmond - Windsor,3
Dapto - Port Kembla,Richmond Valley - Coastal,9
Dapto - Port Kembla,Richmond Valley - Coastal,7
Dapto - Port Kembla,Richmond Valley - Hinterland,9
Dapto - Port Kembla,Richmond Valley - Hinterland,6
Dapto - Port Kembla,Rouse Hill - McGraths Hill,22
Dapto - Port Kembla,Rouse Hill - McGraths Hill,3
Dapto - Port Kembla,Ryde - Hunters Hill,132
Dapto - Port Kembla,Ryde - Hunters Hill,12
Dapto - Port Kembla,SA,65
Dapto - Port Kembla,Shoalhaven,451
Dapto - Port Kembla,Shoalhaven,8
Dapto - Port Kembla,Snowy Mountains,2
Dapto - Port Kembla,Snowy Mountains,2
Dapto - Port Kembla,South Coast,8
Dapto - Port Kembla,South Coast,6
Dapto - Port Kembla,Southern Highlands,304
Dapto - Port Kembla,Southern Highlands,4
Dapto - Port Kembla,St Marys,35
Dapto - Port Kembla,St Marys,5
Dapto - Port Kembla,Strathfield - Burwood - Ashfield,99
Dapto - Port Kembla,Strathfield - Burwood - Ashfield,13
Dapto - Port Kembla,Sutherland - Menai - Heathcote,97
Dapto - Port Kembla,Sutherland - Menai - Heathcote,10
Dapto - Port Kembla,Sydney Inner City,477
Dapto - Port Kembla,Sydney Inner City,19
Dapto - Port Kembla,Tamworth - Gunnedah,10
Dapto - Port Kembla,Tamworth - Gunnedah,7
Dapto - Port Kembla,Taree - Gloucester,6
Dapto - Port Kembla,Taree - Gloucester,5
Dapto - Port Kembla,Tumut - Tumbarumba,1
Dapto - Port Kembla,Tumut - Tumbarumba,1
Dapto - Port Kembla,Tweed Valley,13
Dapto - Port Kembla,Tweed Valley,8
Dapto - Port Kembla,Upper Hunter,337
Dapto - Port Kembla,Upper Hunter,3
Dapto - Port Kembla,Upper Murray exc. Albury,5
Dapto - Port Kembla,Upper Murray exc. Albury,4
Dapto - Port Kembla,VIC,650
Dapto - Port Kembla,VIC,79
Dapto - Port Kembla,WA,195
Dapto - Port Kembla,Wagga Wagga,11
Dapto - Port Kembla,Wagga Wagga,8
Dapto - Port Kembla,Warringah,104
Dapto - Port Kembla,Warringah,13
Dapto - Port Kembla,Wollondilly,165
Dapto - Port Kembla,Wollondilly,4
Dapto - Port Kembla,Wollongong,1010
Dapto - Port Kembla,Wollongong,11
Dapto - Port Kembla,Wyong,63
Dapto - Port Kembla,Wyong,14
Dubbo,Albury,0
Dubbo,Armidale,1
Dubbo,Bankstown,0
Dubbo,Bathurst,0
Dubbo,Baulkham Hills,0
Dubbo,Blacktown,3
Dubbo,Blacktown - North,0
Dubbo,Blue Mountains,0
Dubbo,Botany,0
Dubbo,Botany,426
Dubbo,Botany,1
Dubbo,Bourke - Cobar - Coonamble,75
Dubbo,Bringelly - Green Valley,0
Dubbo,Broken Hill and Far West,0
Dubbo,Camden,0
Dubbo,Campbelltown (NSW),0
Dubbo,Canada Bay,0
Dubbo,Canterbury,0
Dubbo,Carlingford,0
Dubbo,Chatswood - Lane Cove,0
Dubbo,Clarence Valley,0
Dubbo,Coffs Harbour,0
Dubbo,Cronulla - Miranda - Caringbah,0
Dubbo,Dapto - Port Kembla,0
Dubbo,Dubbo,552
Dubbo,Dural - Wisemans Ferry,0
Dubbo,Eastern Suburbs - North,0
Dubbo,Eastern Suburbs - South,0
Dubbo,Fairfield,0
Dubbo,Gosford,0
Dubbo,Goulburn - Yass,9
Dubbo,Griffith - Murrumbidgee (West),1
Dubbo,Hawkesbury,0
Dubbo,Hornsby,0
Dubbo,Hurstville,0
Dubbo,Inverell - Tenterfield,1
Dubbo,Kempsey - Nambucca,4
Dubbo,Kiama - Shellharbour,0
Dubbo,Kogarah - Rockdale,0
Dubbo,Ku-ring-gai,0
Dubbo,Lachlan Valley,5
Dubbo,Lachlan Valley,4
Dubbo,Lake Macquarie - East,0
Dubbo,Lake Macquarie - West,0
Dubbo,Lithgow - Mudgee,6
Dubbo,Liverpool,0
Dubbo,Lower Murray,0
Dubbo,Maitland,2
Dubbo,Manly,0
Dubbo,Marrickville - Sydenham - Petersham,0
Dubbo,Merrylands - Guildford,0
Dubbo,Moree - Narrabri,3
Dubbo,Mount Druitt,6
Dubbo,Newcastle,0
Dubbo,Newcastle,130
Dubbo,North Sydney - Mosman,0
Dubbo,Orange,22
Dubbo,Orange,26
Dubbo,Parramatta,0
Dubbo,Penrith,0
Dubbo,Pittwater,0
Dubbo,Port Macquarie,0
Dubbo,Port Stephens,0
Dubbo,Queanbeyan,0
Dubbo,Richmond - Windsor,0
Dubbo,Richmond Valley - Coastal,0
Dubbo,Richmond Valley - Hinterland,2
Dubbo,Rouse Hill - McGraths Hill,0
Dubbo,Ryde - Hunters Hill,0
Dubbo,Shoalhaven,0
Dubbo,Snowy Mountains,0
Dubbo,South Coast,0
Dubbo,Southern Highlands,1
Dubbo,St Marys,0
Dubbo,Strathfield - Burwood - Ashfield,0
Dubbo,Sutherland - Menai - Heathcote,0
Dubbo,Sydney Inner City,10
Dubbo,Tamworth - Gunnedah,103
Dubbo,Taree - Gloucester,2
Dubbo,Tumut - Tumbarumba,0
Dubbo,Tweed Valley,0
Dubbo,Upper Hunter,20
Dubbo,Upper Murray exc. Albury,0
Dubbo,Wagga Wagga,12
Dubbo,Warringah,0
Dubbo,Wollondilly,0
Dubbo,Wollongong,0
Dubbo,Wyong,0
Dural - Wisemans Ferry,Auburn,36
Dural - Wisemans Ferry,Bankstown,23
Dural - Wisemans Ferry,Baulkham Hills,23
Dural - Wisemans Ferry,Blacktown,61
Dural - Wisemans Ferry,Blacktown - North,27
Dural - Wisemans Ferry,Blue Mountains,6
Dural - Wisemans Ferry,Botany,15
Dural - Wisemans Ferry,Botany,41
Dural - Wisemans Ferry,Bringelly - Green Valley,5
Dural - Wisemans Ferry,Camden,14
Dural - Wisemans Ferry,Campbelltown (NSW),13
Dural - Wisemans Ferry,Canada Bay,5
Dural - Wisemans Ferry,Canterbury,5
Dural - Wisemans Ferry,Carlingford,10
Dural - Wisemans Ferry,Chatswood - Lane Cove,19
Dural - Wisemans Ferry,Cronulla - Miranda - Caringbah,8
Dural - Wisemans Ferry,Dapto - Port Kembla,15
Dural - Wisemans Ferry,Dural - Wisemans Ferry,7
Dural - Wisemans Ferry,Eastern Suburbs - North,4
Dural - Wisemans Ferry,Eastern Suburbs - South,3
Dural - Wisemans Ferry,Fairfield,16
Dural - Wisemans Ferry,Gosford,4
Dural - Wisemans Ferry,Hawkesbury,19
Dural - Wisemans Ferry,Hornsby,39
Dural - Wisemans Ferry,Hurstville,3
Dural - Wisemans Ferry,Kiama - Shellharbour,1
Dural - Wisemans Ferry,Kogarah - Rockdale,6
Dural - Wisemans Ferry,Ku-ring-gai,9
Dural - Wisemans Ferry,Lake Macquarie - East,0
Dural - Wisemans Ferry,Lake Macquarie - West,0
Dural - Wisemans Ferry,Leichhardt,1
Dural - Wisemans Ferry,Liverpool,3
Dural - Wisemans Ferry,Lower Hunter,0
Dural - Wisemans Ferry,Maitland,0
Dural - Wisemans Ferry,Manly,1
Dural - Wisemans Ferry,Marrickville - Sydenham - Petersham,8
Dural - Wisemans Ferry,Merrylands - Guildford,23
Dural - Wisemans Ferry,Mount Druitt,21
Dural - Wisemans Ferry,Newcastle,1
Dural - Wisemans Ferry,North Sydney - Mosman,3
Dural - Wisemans Ferry,Parramatta,19
Dural - Wisemans Ferry,Pennant Hills - Epping,4
Dural - Wisemans Ferry,Penrith,19
Dural - Wisemans Ferry,Pittwater,3
Dural - Wisemans Ferry,Port Stephens,0
Dural - Wisemans Ferry,Richmond - Windsor,11
Dural - Wisemans Ferry,Rouse Hill - McGraths Hill,3
Dural - Wisemans Ferry,Ryde - Hunters Hill,21
Dural - Wisemans Ferry,Shoalhaven,0
Dural - Wisemans Ferry,Southern Highlands,5
Dural - Wisemans Ferry,St Marys,4
Dural - Wisemans Ferry,Strathfield - Burwood - Ashfield,16
Dural - Wisemans Ferry,Sutherland - Menai - Heathcote,1
Dural - Wisemans Ferry,Sydney Inner City,46
Dural - Wisemans Ferry,Upper Hunter,6
Dural - Wisemans Ferry,Warringah,28
Dural - Wisemans Ferry,Wollondilly,9
Dural - Wisemans Ferry,Wollongong,3
Dural - Wisemans Ferry,Wyong,3
Eastern Suburbs - North,Auburn,2
Eastern Suburbs - North,Bankstown,15
Eastern Suburbs - North,Botany,76
Eastern Suburbs - North,Botany,8
Eastern Suburbs - North,Campbelltown (NSW),1
Eastern Suburbs - North,Canada Bay,3
Eastern Suburbs - North,Chatswood - Lane Cove,3
Eastern Suburbs - North,Cronulla - Miranda - Caringbah,26
Eastern Suburbs - North,Dapto - Port Kembla,3
Eastern Suburbs - North,Eastern Suburbs - North,32
Eastern Suburbs - North,Eastern Suburbs - South,3
Eastern Suburbs - North,Leichhardt,11
Eastern Suburbs - North,Liverpool,5
Eastern Suburbs - North,Marrickville - Sydenham - Petersham,118
Eastern Suburbs - North,Merrylands - Guildford,10
Eastern Suburbs - North,Newcastle,1
Eastern Suburbs - North,Ryde - Hunters Hill,7
Eastern Suburbs - North,Strathfield - Burwood - Ashfield,4
Eastern Suburbs - North,Sydney Inner City,17
Eastern Suburbs - North,Upper Hunter,4
Eastern Suburbs - North,Warringah,1
Eastern Suburbs - South,Auburn,4
Eastern Suburbs - South,Bankstown,16
Eastern Suburbs - South,Baulkham Hills,2
Eastern Suburbs - South,Blacktown,1
Eastern Suburbs - South,Botany,287
Eastern Suburbs - South,Botany,18
Eastern Suburbs - South,Campbelltown (NSW),3
Eastern Suburbs - South,Canada Bay,2
Eastern Suburbs - South,Canterbury,4
Eastern Suburbs - South,Carlingford,1
Eastern Suburbs - South,Chatswood - Lane Cove,7
Eastern Suburbs - South,Cronulla - Miranda - Caringbah,33
Eastern Suburbs - South,Dapto - Port Kembla,7
Eastern Suburbs - South,Eastern Suburbs - North,5
Eastern Suburbs - South,Eastern Suburbs - South,20
Eastern Suburbs - South,Fairfield,2
Eastern Suburbs - South,Hurstville,2
Eastern Suburbs - South,Kogarah - Rockdale,5
Eastern Suburbs - South,Ku-ring-gai,1
Eastern Suburbs - South,Leichhardt,2
Eastern Suburbs - South,Liverpool,7
Eastern Suburbs - South,Marrickville - Sydenham - Petersham,6
Eastern Suburbs - South,Merrylands - Guildford,2
Eastern Suburbs - South,Newcastle,2
Eastern Suburbs - South,Ryde - Hunters Hill,10
Eastern Suburbs - South,Strathfield - Burwood - Ashfield,5
Eastern Suburbs - South,Sydney Inner City,10
Eastern Suburbs - South,Upper Hunter,10
Eastern Suburbs - South,Warringah,4
Fairfield,ACT,17
Fairfield,Auburn,325
Fairfield,Bankstown,288
Fairfield,Bankstown,33
Fairfield,Baulkham Hills,122
Fairfield,Blacktown,266
Fairfield,Blacktown - North,51
Fairfield,Blue Mountains,17
Fairfield,Botany,616
Fairfield,Botany,203
Fairfield,Bringelly - Green Valley,207
Fairfield,Camden,72
Fairfield,Campbelltown (NSW),161
Fairfield,Canada Bay,50
Fairfield,Canterbury,151
Fairfield,Carlingford,79
Fairfield,Chatswood - Lane Cove,10
Fairfield,Cronulla - Miranda - Caringbah,28
Fairfield,Dapto - Port Kembla,103
Fairfield,Dural - Wisemans Ferry,13
Fairfield,Eastern Suburbs - North,30
Fairfield,Eastern Suburbs - South,24
Fairfield,Fairfield,1638
Fairfield,Gosford,147
Fairfield,Great Lakes,0
Fairfield,Hawkesbury,5
Fairfield,Hornsby,27
Fairfield,Hurstville,41
Fairfield,Illawarra Catchment Reserve,0
Fairfield,Kiama - Shellharbour,5
Fairfield,Kogarah - Rockdale,36
Fairfield,Ku-ring-gai,29
Fairfield,Lake Macquarie - East,1
Fairfield,Lake Macquarie - West,1
Fairfield,Leichhardt,20
Fairfield,Liverpool,276
Fairfield,Lower Hunter,2
Fairfield,Maitland,2
Fairfield,Manly,3
Fairfield,Marrickville - Sydenham - Petersham,29
Fairfield,Merrylands - Guildford,672
Fairfield,Mount Druitt,124
Fairfield,Newcastle,26
Fairfield,North Sydney - Mosman,11
Fairfield,NT,1
Fairfield,Parramatta,154
Fairfield,Pennant Hills - Epping,11
Fairfield,Penrith,225
Fairfield,Pittwater,10
Fairfield,Port Stephens,2
Fairfield,QLD,218
Fairfield,QLD,1
Fairfield,Richmond - Windsor,12
Fairfield,Rouse Hill - McGraths Hill,17
Fairfield,Ryde - Hunters Hill,22
Fairfield,SA,48
Fairfield,SA,4
Fairfield,Shoalhaven,6
Fairfield,Southern Highlands,83
Fairfield,St Marys,43
Fairfield,Strathfield - Burwood - Ashfield,124
Fairfield,Strathfield - Burwood - Ashfield,13
Fairfield,Sutherland - Menai - Heathcote,27
Fairfield,Sydney Inner City,73
Fairfield,TAS,0
Fairfield,Upper Hunter,228
Fairfield,VIC,218
Fairfield,WA,7
Fairfield,WA,3
Fairfield,Warringah,7
Fairfield,Wollondilly,11
Fairfield,Wollongong,23
Fairfield,Wyong,13
Gosford,ACT,1
Gosford,Albury,2
Gosford,Armidale,1
Gosford,Auburn,108
Gosford,Bankstown,77
Gosford,Baulkham Hills,32
Gosford,Blacktown,102
Gosford,Blacktown - North,49
Gosford,Blue Mountains,6
Gosford,Blue Mountains - South,2
Gosford,Botany,42
Gosford,Botany,2
Gosford,Bringelly - Green Valley,15
Gosford,Camden,70
Gosford,Campbelltown (NSW),64
Gosford,Canada Bay,18
Gosford,Canterbury,18
Gosford,Carlingford,13
Gosford,Chatswood - Lane Cove,59
Gosford,Cronulla - Miranda - Caringbah,40
Gosford,Dapto - Port Kembla,69
Gosford,Dural - Wisemans Ferry,6
Gosford,Eastern Suburbs - North,12
Gosford,Eastern Suburbs - South,12
Gosford,Fairfield,37
Gosford,Gosford,2140
Gosford,Great Lakes,3
Gosford,Griffith - Murrumbidgee (West),0
Gosford,Hawkesbury,1
Gosford,Hornsby,93
Gosford,Hurstville,17
Gosford,Inverell - Tenterfield,0
Gosford,Kiama - Shellharbour,3
Gosford,Kogarah - Rockdale,36
Gosford,Ku-ring-gai,20
Gosford,Lake Macquarie - East,188
Gosford,Lake Macquarie - West,46
Gosford,Leichhardt,6
Gosford,Liverpool,2
Gosford,Lord Howe Island,0
Gosford,Lower Hunter,32
Gosford,Lower Murray,1
Gosford,Maitland,17
Gosford,Manly,3
Gosford,Marrickville - Sydenham - Petersham,38
Gosford,Merrylands - Guildford,71
Gosford,Migratory - Offshore - Shipping (NSW),1
Gosford,Mount Druitt,62
Gosford,Newcastle,73
Gosford,North Sydney - Mosman,17
Gosford,NT,1
Gosford,Other Territories,0
Gosford,Parramatta,86
Gosford,Pennant Hills - Epping,4
Gosford,Penrith,68
Gosford,Pittwater,14
Gosford,Port Macquarie,0
Gosford,Port Stephens,19
Gosford,QLD,0
Gosford,Richmond - Windsor,37
Gosford,Richmond Valley - Coastal,0
Gosford,Richmond Valley - Hinterland,1
Gosford,Rouse Hill - McGraths Hill,6
Gosford,Ryde - Hunters Hill,27
Gosford,SA,0
Gosford,Shoalhaven,1
Gosford,Southern Highlands,11
Gosford,St Marys,13
Gosford,Strathfield - Burwood - Ashfield,45
Gosford,Sutherland - Menai - Heathcote,9
Gosford,Sydney Inner City,161
Gosford,Tamworth - Gunnedah,0
Gosford,Taree - Gloucester,3
Gosford,TAS,1
Gosford,Tumut - Tumbarumba,0
Gosford,Tweed Valley,2
Gosford,Upper Hunter,87
Gosford,Upper Murray exc. Albury,1
Gosford,VIC,0
Gosford,WA,1
Gosford,Wagga Wagga,0
Gosford,Warringah,80
Gosford,Wollondilly,46
Gosford,Wollongong,8
Gosford,Wyong,1364
Goulburn - Yass,Albury,0
Goulburn - Yass,Armidale,0
Goulburn - Yass,Auburn,52
Goulburn - Yass,Bankstown,700
Goulburn - Yass,Bankstown,48
Goulburn - Yass,Bathurst,2
Goulburn - Yass,Baulkham Hills,7
Goulburn - Yass,Blacktown,80
Goulburn - Yass,Blacktown - North,36
Goulburn - Yass,Blue Mountains,3
Goulburn - Yass,Botany,14
Goulburn - Yass,Botany,17
Goulburn - Yass,Bourke - Cobar - Coonamble,1
Goulburn - Yass,Bringelly - Green Valley,13
Goulburn - Yass,Broken Hill and Far West,1
Goulburn - Yass,Camden,59
Goulburn - Yass,Campbelltown (NSW),12
Goulburn - Yass,Campbelltown (NSW),55
Goulburn - Yass,Canada Bay,11
Goulburn - Yass,Canterbury,9
Goulburn - Yass,Carlingford,2
Goulburn - Yass,Chatswood - Lane Cove,9
Goulburn - Yass,Clarence Valley,1
Goulburn - Yass,Coffs Harbour,0
Goulburn - Yass,Cronulla - Miranda - Caringbah,31
Goulburn - Yass,Dapto - Port Kembla,43
Goulburn - Yass,Dapto - Port Kembla,109
Goulburn - Yass,Dubbo,5
Goulburn - Yass,Dural - Wisemans Ferry,2
Goulburn - Yass,Eastern Suburbs - North,6
Goulburn - Yass,Eastern Suburbs - South,9
Goulburn - Yass,Fairfield,24
Goulburn - Yass,Gosford,2
Goulburn - Yass,Goulburn - Yass,354
Goulburn - Yass,Great Lakes,0
Goulburn - Yass,Griffith - Murrumbidgee (West),0
Goulburn - Yass,Hawkesbury,0
Goulburn - Yass,Hornsby,1
Goulburn - Yass,Hurstville,10
Goulburn - Yass,Illawarra Catchment Reserve,0
Goulburn - Yass,Inverell - Tenterfield,0
Goulburn - Yass,Kempsey - Nambucca,0
Goulburn - Yass,Kiama - Shellharbour,3
Goulburn - Yass,Kogarah - Rockdale,19
Goulburn - Yass,Ku-ring-gai,9
Goulburn - Yass,Lachlan Valley,31
Goulburn - Yass,Lake Macquarie - East,1
Goulburn - Yass,Lake Macquarie - West,0
Goulburn - Yass,Leichhardt,3
Goulburn - Yass,Lithgow - Mudgee,3
Goulburn - Yass,Liverpool,2
Goulburn - Yass,Lower Hunter,1
Goulburn - Yass,Lower Murray,2
Goulburn - Yass,Maitland,0
Goulburn - Yass,Manly,2
Goulburn - Yass,Marrickville - Sydenham - Petersham,700
Goulburn - Yass,Marrickville - Sydenham - Petersham,20
Goulburn - Yass,Merrylands - Guildford,34
Goulburn - Yass,Moree - Narrabri,0
Goulburn - Yass,Mount Druitt,490
Goulburn - Yass,Mount Druitt,60
Goulburn - Yass,Newcastle,1
Goulburn - Yass,North Sydney - Mosman,3
Goulburn - Yass,Orange,1
Goulburn - Yass,Parramatta,46
Goulburn - Yass,Pennant Hills - Epping,0
Goulburn - Yass,Penrith,48
Goulburn - Yass,Pittwater,5
Goulburn - Yass,Port Macquarie,0
Goulburn - Yass,Port Stephens,0
Goulburn - Yass,Queanbeyan,1
Goulburn - Yass,Richmond - Windsor,24
Goulburn - Yass,Richmond Valley - Coastal,0
Goulburn - Yass,Richmond Valley - Hinterland,1
Goulburn - Yass,Rouse Hill - McGraths Hill,1
Goulburn - Yass,Ryde - Hunters Hill,0
Goulburn - Yass,Shoalhaven,15
Goulburn - Yass,Snowy Mountains,0
Goulburn - Yass,South Coast,1
Goulburn - Yass,Southern Highlands,160
Goulburn - Yass,St Marys,7
Goulburn - Yass,Strathfield - Burwood - Ashfield,25
Goulburn - Yass,Sutherland - Menai - Heathcote,4
Goulburn - Yass,Sydney Inner City,98
Goulburn - Yass,Tamworth - Gunnedah,8
Goulburn - Yass,Taree - Gloucester,4
Goulburn - Yass,Tumut - Tumbarumba,0
Goulburn - Yass,Tweed Valley,0
Goulburn - Yass,Upper Hunter,9
Goulburn - Yass,Upper Murray exc. Albury,0
Goulburn - Yass,Wagga Wagga,53
Goulburn - Yass,Warringah,49
Goulburn - Yass,Wollondilly,700
Goulburn - Yass,Wollondilly,35
Goulburn - Yass,Wollongong,9
Goulburn - Yass,Wyong,4
Great Lakes,Albury,0
Great Lakes,Armidale,1
Great Lakes,Bourke - Cobar - Coonamble,0
Great Lakes,Clarence Valley,0
Great Lakes,Dubbo,0
Great Lakes,Great Lakes,26
Great Lakes,Inverell - Tenterfield,0
Great Lakes,Kempsey - Nambucca,3
Great Lakes,Lachlan Valley,1
Great Lakes,Lithgow - Mudgee,0
Great Lakes,Maitland,1
Great Lakes,Manly,0
Great Lakes,Moree - Narrabri,0
Great Lakes,Newcastle,1271
Great Lakes,Orange,0
Great Lakes,Port Stephens,46
Great Lakes,Queanbeyan,0
Great Lakes,Richmond Valley - Hinterland,1
Great Lakes,SA,2
Great Lakes,Southern Highlands,0
Great Lakes,Sydney Inner City,2
Great Lakes,Tamworth - Gunnedah,0
Great Lakes,Taree - Gloucester,8
Great Lakes,Upper Hunter,1
Great Lakes,VIC,2
Great Lakes,Wagga Wagga,0
Griffith - Murrumbidgee (West),Albury,0
Griffith - Murrumbidgee (West),Armidale,0
Griffith - Murrumbidgee (West),Auburn,0
Griffith - Murrumbidgee (West),Bankstown,0
Griffith - Murrumbidgee (West),Bathurst,0
Griffith - Murrumbidgee (West),Baulkham Hills,0
Griffith - Murrumbidgee (West),Blacktown,7
Griffith - Murrumbidgee (West),Blacktown - North,0
Griffith - Murrumbidgee (West),Blue Mountains,7
Griffith - Murrumbidgee (West),Bourke - Cobar - Coonamble,0
Griffith - Murrumbidgee (West),Bringelly - Green Valley,0
Griffith - Murrumbidgee (West),Broken Hill and Far West,0
Griffith - Murrumbidgee (West),Camden,3
Griffith - Murrumbidgee (West),Campbelltown (NSW),18
Griffith - Murrumbidgee (West),Campbelltown (NSW),0
Griffith - Murrumbidgee (West),Canada Bay,0
Griffith - Murrumbidgee (West),Canterbury,0
Griffith - Murrumbidgee (West),Carlingford,0
Griffith - Murrumbidgee (West),Chatswood - Lane Cove,0
Griffith - Murrumbidgee (West),Clarence Valley,0
Griffith - Murrumbidgee (West),Coffs Harbour,0
Griffith - Murrumbidgee (West),Cronulla - Miranda - Caringbah,0
Griffith - Murrumbidgee (West),Dapto - Port Kembla,0
Griffith - Murrumbidgee (West),Dapto - Port Kembla,141
Griffith - Murrumbidgee (West),Dubbo,0
Griffith - Murrumbidgee (West),Dural - Wisemans Ferry,0
Griffith - Murrumbidgee (West),Eastern Suburbs - North,0
Griffith - Murrumbidgee (West),Eastern Suburbs - South,0
Griffith - Murrumbidgee (West),Fairfield,0
Griffith - Murrumbidgee (West),Gosford,0
Griffith - Murrumbidgee (West),Goulburn - Yass,10
Griffith - Murrumbidgee (West),Griffith - Murrumbidgee (West),60
Griffith - Murrumbidgee (West),Griffith - Murrumbidgee (West),1146
Griffith - Murrumbidgee (West),Griffith - Murrumbidgee (West),52
Griffith - Murrumbidgee (West),Hawkesbury,0
Griffith - Murrumbidgee (West),Hornsby,0
Griffith - Murrumbidgee (West),Hurstville,0
Griffith - Murrumbidgee (West),Inverell - Tenterfield,0
Griffith - Murrumbidgee (West),Kempsey - Nambucca,0
Griffith - Murrumbidgee (West),Kiama - Shellharbour,0
Griffith - Murrumbidgee (West),Kogarah - Rockdale,0
Griffith - Murrumbidgee (West),Ku-ring-gai,0
Griffith - Murrumbidgee (West),Lachlan Valley,10
Griffith - Murrumbidgee (West),Lake Macquarie - East,0
Griffith - Murrumbidgee (West),Lake Macquarie - West,0
Griffith - Murrumbidgee (West),Leichhardt,0
Griffith - Murrumbidgee (West),Lithgow - Mudgee,0
Griffith - Murrumbidgee (West),Liverpool,5
Griffith - Murrumbidgee (West),Lord Howe Island,193
Griffith - Murrumbidgee (West),Lower Hunter,0
Griffith - Murrumbidgee (West),Lower Murray,19
Griffith - Murrumbidgee (West),Maitland,0
Griffith - Murrumbidgee (West),Manly,0
Griffith - Murrumbidgee (West),Marrickville - Sydenham - Petersham,0
Griffith - Murrumbidgee (West),Merrylands - Guildford,2
Griffith - Murrumbidgee (West),Moree - Narrabri,0
Griffith - Murrumbidgee (West),Mount Druitt,24
Griffith - Murrumbidgee (West),Newcastle,0
Griffith - Murrumbidgee (West),North Sydney - Mosman,0
Griffith - Murrumbidgee (West),Orange,0
Griffith - Murrumbidgee (West),Penrith,11
Griffith - Murrumbidgee (West),Pittwater,0
Griffith - Murrumbidgee (West),Port Macquarie,0
Griffith - Murrumbidgee (West),Port Stephens,0
Griffith - Murrumbidgee (West),Queanbeyan,0
Griffith - Murrumbidgee (West),Richmond - Windsor,0
Griffith - Murrumbidgee (West),Richmond Valley - Coastal,0
Griffith - Murrumbidgee (West),Richmond Valley - Hinterland,0
Griffith - Murrumbidgee (West),Rouse Hill - McGraths Hill,0
Griffith - Murrumbidgee (West),Ryde - Hunters Hill,0
Griffith - Murrumbidgee (West),Shoalhaven,0
Griffith - Murrumbidgee (West),Snowy Mountains,0
Griffith - Murrumbidgee (West),South Coast,7
Griffith - Murrumbidgee (West),Southern Highlands,0
Griffith - Murrumbidgee (West),St Marys,49
Griffith - Murrumbidgee (West),Strathfield - Burwood - Ashfield,0
Griffith - Murrumbidgee (West),Sutherland - Menai - Heathcote,0
Griffith - Murrumbidgee (West),Sydney Inner City,1
Griffith - Murrumbidgee (West),Tamworth - Gunnedah,0
Griffith - Murrumbidgee (West),Taree - Gloucester,0
Griffith - Murrumbidgee (West),Tumut - Tumbarumba,0
Griffith - Murrumbidgee (West),Tweed Valley,0
Griffith - Murrumbidgee (West),Upper Hunter,0
Griffith - Murrumbidgee (West),Upper Murray exc. Albury,1
Griffith - Murrumbidgee (West),VIC,105
Griffith - Murrumbidgee (West),VIC,138
Griffith - Murrumbidgee (West),VIC,81
Griffith - Murrumbidgee (West),VIC,96
Griffith - Murrumbidgee (West),Wagga Wagga,227
Griffith - Murrumbidgee (West),Wagga Wagga,88
Griffith - Murrumbidgee (West),Warringah,0
Griffith - Murrumbidgee (West),Wollondilly,44
Griffith - Murrumbidgee (West),Wollongong,0
Griffith - Murrumbidgee (West),Wyong,2
Hawkesbury,Auburn,4
Hawkesbury,Bankstown,3
Hawkesbury,Baulkham Hills,9
Hawkesbury,Blacktown,13
Hawkesbury,Blacktown - North,3
Hawkesbury,Blue Mountains,1
Hawkesbury,Botany,7
Hawkesbury,Bringelly - Green Valley,1
Hawkesbury,Camden,1
Hawkesbury,Campbelltown (NSW),2
Hawkesbury,Canada Bay,2
Hawkesbury,Canterbury,1
Hawkesbury,Carlingford,3
Hawkesbury,Chatswood - Lane Cove,3
Hawkesbury,Cronulla - Miranda - Caringbah,1
Hawkesbury,Dapto - Port Kembla,2
Hawkesbury,Dural - Wisemans Ferry,3
Hawkesbury,Eastern Suburbs - North,1
Hawkesbury,Eastern Suburbs - South,1
Hawkesbury,Fairfield,6
Hawkesbury,Gosford,1
Hawkesbury,Hawkesbury,4
Hawkesbury,Hornsby,2
Hawkesbury,Hurstville,1
Hawkesbury,Kempsey - Nambucca,12
Hawkesbury,Ku-ring-gai,1
Hawkesbury,Lake Macquarie - West,50
Hawkesbury,Liverpool,3
Hawkesbury,Marrickville - Sydenham - Petersham,1
Hawkesbury,Merrylands - Guildford,6
Hawkesbury,Mount Druitt,34
Hawkesbury,Newcastle,1
Hawkesbury,Penrith,6
Hawkesbury,Pittwater,1
Hawkesbury,Richmond - Windsor,10
Hawkesbury,Rouse Hill - McGraths Hill,8
Hawkesbury,Ryde - Hunters Hill,6
Hawkesbury,St Marys,3
Hawkesbury,Strathfield - Burwood - Ashfield,2
Hawkesbury,Sydney Inner City,1
Hawkesbury,Upper Hunter,2
